date,value_only,combined_static
2023-03-07,1.0,1.0
2023-03-08,1.0,1.0
2023-03-09,1.0,1.0
2023-03-10,1.0,1.0
2023-03-13,1.0,1.0
2023-03-14,1.0,1.0
2023-03-15,1.0,1.0
2023-03-16,1.0,1.0
2023-03-17,1.0,1.0
2023-03-20,1.0,1.0
2023-03-21,1.0,1.0
2023-03-22,1.0,1.0
2023-03-23,1.0,1.0
2023-03-24,1.0,1.0
2023-03-27,1.0,1.0
2023-03-28,1.0,1.0
2023-03-29,1.0,1.0
2023-03-30,1.0,1.0
2023-03-31,0.9995,0.9995
2023-04-03,1.0040882065272392,1.0045198205382597
2023-04-04,0.9919785940613273,0.9867077463899729
2023-04-05,0.9924768062815063,0.9822477797904087
2023-04-06,0.9922799737509913,0.979181253565413
2023-04-10,0.9983494699487991,0.9863731184331122
2023-04-11,1.0016608952729784,0.9899282112683389
2023-04-12,0.998222038768997,0.9874590469284302
2023-04-13,1.0024904229302138,0.9947886463258048
2023-04-14,0.9995924360144081,0.9928639217137909
2023-04-17,1.005562172554748,0.9973051734160664
2023-04-18,1.009020716561297,1.0008775380996913
2023-04-19,1.0046942957753706,0.9973180498748883
2023-04-20,0.9999120378765719,0.9915640264811358
2023-04-21,0.9986941616293257,0.9893249820905095
2023-04-24,1.0019200770520504,0.9925369956445522
2023-04-25,0.9902412354619398,0.9778928908423105
2023-04-26,0.9788422836905838,0.9680293412177283
2023-04-27,0.9907528013216501,0.9791195835794821
2023-04-28,0.9983581274435672,0.9901182015410765
2023-05-01,0.9967109322654071,0.9894785238025618
2023-05-02,0.9752929502088629,0.9715170236199353
2023-05-03,0.9665282285599531,0.9621189598561224
2023-05-04,0.9595674928787654,0.95477087677115
2023-05-05,0.976292170538023,0.9708582579077516
2023-05-08,0.9784589004327239,0.9755248721085544
2023-05-09,0.9757837379649911,0.9735822435851368
2023-05-10,0.9781228384816577,0.9747910020688532
2023-05-11,0.9821277574077572,0.9737516855194472
2023-05-12,0.9787360841252952,0.97041894316724
2023-05-15,0.9840083026065776,0.9780159992331231
2023-05-16,0.9707348513582472,0.9669806641074755
2023-05-17,0.9888751162566684,0.9827996961300185
2023-05-18,0.9966970240036971,0.9921256554568428
