date,value_only,combined_static
2012-01-03,1.0,1.0
2012-01-04,1.0,1.0
2012-01-05,1.0,1.0
2012-01-06,1.0,1.0
2012-01-09,1.0,1.0
2012-01-10,1.0,1.0
2012-01-11,1.0,1.0
2012-01-12,1.0,1.0
2012-01-13,1.0,1.0
2012-01-17,1.0,1.0
2012-01-18,1.0,1.0
2012-01-19,1.0,1.0
2012-01-20,1.0,1.0
2012-01-23,1.0,1.0
2012-01-24,1.0,1.0
2012-01-25,1.0,1.0
2012-01-26,1.0,1.0
2012-01-27,1.0,1.0
2012-01-30,1.0,1.0
2012-01-31,0.9995,0.9995
2012-02-01,1.0107556800313333,1.0090334555792886
2012-02-02,1.0121109462912836,1.0135260939715243
2012-02-03,1.026139946218609,1.0269087721689156
2012-02-06,1.0245251552971884,1.0274194558049834
2012-02-07,1.0257754285959397,1.0320532710211696
2012-02-08,1.0292457821045946,1.0359815175115723
2012-02-09,1.0320703076576407,1.040687128219135
2012-02-10,1.0250292264459981,1.0345749437386806
2012-02-13,1.03210065586474,1.0443986119997322
2012-02-14,1.0338386009609142,1.0456394468780041
2012-02-15,1.025884882759874,1.0365134944228955
2012-02-16,1.0393619420219644,1.0453976544167451
2012-02-17,1.041233940454771,1.0479461438769742
2012-02-21,1.0419870602282946,1.047325502903545
2012-02-22,1.0380438196280009,1.0469634724169488
2012-02-23,1.041305972224381,1.0514387714128184
2012-02-24,1.044406987951584,1.0550332564106617
2012-02-27,1.049273471357897,1.0601205932180124
2012-02-28,1.0487861823084828,1.0629593646891857
2012-02-29,1.0441059263335442,1.0589495984685753
2012-03-01,1.0495407832186303,1.0668656666608245
2012-03-02,1.0452562961554233,1.0630148120259217
2012-03-05,1.042057202394102,1.0608527351814359
2012-03-06,1.0272832633290028,1.0460538866998013
2012-03-07,1.0332864863808227,1.0533273561259473
2012-03-08,1.0439437682916164,1.0653115831780704
2012-03-09,1.0472492432178442,1.0720018261911888
2012-03-12,1.0492591588515134,1.0741051930780732
2012-03-13,1.0648480856209466,1.0888347623043053
2012-03-14,1.061566772582263,1.086426486791197
2012-03-15,1.0681589880281712,1.0915114397064931
2012-03-16,1.0683806963307405,1.0905083469152974
2012-03-19,1.0713302634830215,1.0934674382073089
2012-03-20,1.06646207741809,1.0931506337689485
2012-03-21,1.0662714848194774,1.094608824471691
2012-03-22,1.0589704494208714,1.0932944810900636
2012-03-23,1.0622569916509346,1.095600066181178
2012-03-26,1.0784534811683575,1.112316135386569
2012-03-27,1.077803426245058,1.1113215284668811
2012-03-28,1.070031514478254,1.1070415917884626
2012-03-29,1.0715491991999238,1.1066730423006086
2012-03-30,1.076663688216553,1.1102935038356305
2012-04-02,1.0881223336880306,1.1239327308649019
2012-04-03,1.0856779207734597,1.125883130344316
2012-04-04,1.0759892363143704,1.1166652169693312
2012-04-05,1.0774302725561749,1.121526435421877
2012-04-09,1.0655037003818129,1.1122131794141965
2012-04-10,1.0453277411021837,1.0879883267380017
2012-04-11,1.051490620414739,1.100441591540291
2012-04-12,1.069405307839699,1.1167746222408894
2012-04-13,1.0585146820991482,1.1121869429424764
2012-04-16,1.0615264050903024,1.1116260975718109
2012-04-17,1.0777832272669807,1.1251348954171725
2012-04-18,1.0742529443949091,1.1275502172633856
2012-04-19,1.0669727474708937,1.1203183872291298
2012-04-20,1.0666650760662875,1.1197927340558251
2012-04-23,1.0549691351648092,1.1080834316957688
2012-04-24,1.0515335235147185,1.1035235887701635
2012-04-25,1.064858277194296,1.1242813121550868
2012-04-26,1.0734721667531064,1.1404757426281242
2012-04-27,1.0798928942650112,1.1451914048975318
2012-04-30,1.0734527719977167,1.1374558535052817
2012-05-01,1.0770406356784192,1.144095923833241
2012-05-02,1.0755817246033976,1.14555888683347
2012-05-03,1.0654433748926613,1.1309242998251605
2012-05-04,1.0522810842685033,1.1134667570981778
2012-05-07,1.0533744347461027,1.1136648527303357
2012-05-08,1.048845191960625,1.106056356880281
2012-05-09,1.0501801579302703,1.1039372341201306
2012-05-10,1.0526149266884146,1.1082970288325118
2012-05-11,1.0538954736611552,1.1096069451102766
2012-05-14,1.0430676393805534,1.0959494768979625
2012-05-15,1.034958683600502,1.0896190375595547
2012-05-16,1.0295531392948298,1.0806531386848792
2012-05-17,1.0135492677159241,1.0556737688917888
2012-05-18,1.0045827781591712,1.0393103780354311
2012-05-21,1.0207826175396384,1.061541824428213
2012-05-22,1.0209769416497378,1.061713801170655
2012-05-23,1.0286358298178397,1.0715282339272787
2012-05-24,1.0324210281040453,1.072917567799033
2012-05-25,1.0313097770695332,1.0731748495921662
2012-05-29,1.0442454075112286,1.0876544769678897
2012-05-30,1.0289518345021462,1.0727163689073091
2012-05-31,1.026233333480327,1.0681725250590817
2012-06-01,1.0053161683930645,1.0356434019617304
2012-06-04,1.0069107984862238,1.0390790207595166
2012-06-05,1.0150120702371805,1.047499669804428
2012-06-06,1.0366427827575735,1.0727935315043764
2012-06-07,1.036060368394724,1.0703452952791035
2012-06-08,1.0458075939690354,1.0817367715809525
2012-06-11,1.033663871605939,1.066192866824278
2012-06-12,1.0501909023329339,1.0830475063579283
2012-06-13,1.0408059060281678,1.0698642741493882
2012-06-14,1.0494317900999615,1.0790752132234838
2012-06-15,1.059963720007846,1.089951177297579
2012-06-18,1.0669012873655688,1.099281669803604
2012-06-19,1.0768484497028328,1.1068814637055455
2012-06-20,1.0735792607267847,1.1039337848540245
2012-06-21,1.0485883210521845,1.0773640960214863
2012-06-22,1.0521306108506605,1.0835647780663364
2012-06-25,1.0366264890691341,1.0667208725918378
2012-06-26,1.0421518589861005,1.0761309636874
2012-06-27,1.043272209844494,1.0730495376639544
2012-06-28,1.0446114199606689,1.067413021757943
2012-06-29,1.0737086062186336,1.1000884621502451
