date,ticker,w_bod,r,contrib,sleeve
2026-07-02,FTNT,0.0935768403027167,-0.017171944904425196,-0.0016068963460084463,sleeve_quality
2026-07-02,GE,0.0505376460819722,0.006881085717908686,0.00034775387467138276,sleeve_trend
2026-07-02,GM,0.0849768385248777,0.006355976936840424,0.0005401108258297354,sleeve_2
2026-07-02,KLAC,0.0569946993409631,-0.11510574818223274,-0.006560417510062965,sleeve_2
2026-07-02,LLY,0.0462671348644338,0.018603088028414927,0.0008607115827056073,sleeve_trend
2026-07-02,MNST,0.0975828301667828,0.002568053455763053,0.0002505979242329457,sleeve_trend
2026-07-02,PANW,0.0314491616991382,-0.01130556439530439,-0.00035555052276794736,sleeve_trend
2026-07-02,QCOM,0.0390884711375767,-0.03116753642268455,-0.0012182913478874756,sleeve_quality
2026-07-02,STX,0.0368715510883025,-0.10383639358315566,-0.00382860889082641,sleeve_quality
2026-07-02,WELL,0.0552919905564204,0.025500651874234448,0.0014099818026127354,sleeve_trend
2026-07-06,ALL,0.0551159806758625,-0.007829691605203526,-0.00043154113121036036,sleeve_trend
2026-07-06,AMAT,0.0219695197893962,-0.01699721473446858,-0.00037342064547352414,sleeve_trend
2026-07-06,CAT,0.0286196529862024,0.006631815738990854,0.00018980026511835365,sleeve_trend
2026-07-06,CVS,0.0740920882703306,-0.025210077911329454,-0.0018678673179081337,sleeve_trend
2026-07-06,ELV,0.0480959783786631,-0.02325971159870943,-0.001118698586145468,sleeve_2
2026-07-06,FTNT,0.0921005326773349,0.03904003906250009,0.00359560839340022,sleeve_quality
2026-07-06,GE,0.057032225154726,0.004323047170359473,0.0002465529995744426,sleeve_trend
2026-07-06,GM,0.0811015751020121,0.02434208518580383,0.0019741814498360453,sleeve_2
2026-07-06,HOOD,0.0239550632247684,0.042757026091472694,0.0010242472633243006,sleeve_trend
2026-07-06,KLAC,0.0687900502681071,-0.009509681444036633,-0.0006541714645689653,sleeve_2
2026-07-06,MNST,0.1,-0.002356513638676394,-0.0002356513638676394,sleeve_trend
2026-07-06,PANW,0.0364458151412396,0.02720795634984996,0.0009916161474975479,sleeve_trend
2026-07-06,QCOM,0.0436806514571459,0.058042528950576155,0.0025353354767814174,sleeve_quality
2026-07-06,STX,0.0349309480964767,0.058647139821608185,0.002048600197115407,sleeve_quality
2026-07-06,VRTX,0.0588673641881944,0.0029354762757087816,0.0001728037509879534,sleeve_trend
2026-07-06,WBD,0.0985704280022979,-0.013595117417910862,-0.0013400765426249688,sleeve_mean_reversion
2026-07-06,WDC,0.0181949292550042,0.07135440069138443,0.0012982882726129627,sleeve_mean_reversion
2026-07-06,WELL,0.0584371973322373,-0.014276010980433074,-0.0008342500707807541,sleeve_trend
2026-07-07,ALL,0.0551159806758625,0.012441163012552048,0.000685706900185074,sleeve_trend
2026-07-07,AMAT,0.0219695197893962,-0.06459282283206469,-0.001419073299462008,sleeve_trend
2026-07-07,CAT,0.0286196529862024,-0.03072417139355832,-0.0008793151235722457,sleeve_trend
2026-07-07,CVS,0.0740920882703306,0.022041535654787836,0.0016331034053481796,sleeve_trend
2026-07-07,ELV,0.0480959783786631,0.02616554946330507,0.0012584577012529606,sleeve_2
2026-07-07,FTNT,0.0921005326773349,-0.022667125323197812,-0.0020876543165304256,sleeve_quality
2026-07-07,GE,0.057032225154726,-0.030896751652444543,-0.00176211049679187,sleeve_trend
2026-07-07,GM,0.0811015751020121,-0.02337828812455567,-0.0018960159900901293,sleeve_2
2026-07-07,HOOD,0.0239550632247684,-0.039557647002624874,-0.0009476059349709491,sleeve_trend
2026-07-07,KLAC,0.0687900502681071,-0.07217863149504089,-0.004965171688827041,sleeve_2
2026-07-07,MNST,0.1,-0.004621593560060977,-0.0004621593560060977,sleeve_trend
2026-07-07,PANW,0.0364458151412396,-0.05730984897584346,-0.0020887041615459505,sleeve_trend
2026-07-07,QCOM,0.0436806514571459,-0.018822364796513114,-0.0008221731562757422,sleeve_quality
2026-07-07,STX,0.0349309480964767,-0.046783215465782346,-0.001634182071221529,sleeve_quality
2026-07-07,VRTX,0.0588673641881944,-0.013859828326170387,-0.000815891561662525,sleeve_trend
2026-07-07,WBD,0.0985704280022979,0.0,0.0,sleeve_mean_reversion
2026-07-07,WDC,0.0181949292550042,-0.07855097264008803,-0.0014292293900981723,sleeve_mean_reversion
2026-07-07,WELL,0.0584371973322373,0.02105803362874714,0.0012305724665919858,sleeve_trend
2026-07-08,ABBV,0.0440449026046517,-0.007500445509913245,-0.000330356391975626,sleeve_trend
2026-07-08,ALL,0.0513128592696421,-0.0011532988832370084,-5.917906329137601e-05,sleeve_trend
2026-07-08,AVGO,0.0563649578652332,0.04830358628047282,0.002722629605438507,sleeve_mean_reversion
2026-07-08,ELV,0.0434330665979034,-0.00661339260089544,-0.00028723992127277324,sleeve_2
2026-07-08,F,0.037581375280841,-0.0044248095693196765,-0.00016629042897085922,sleeve_2
2026-07-08,FTNT,0.0999999999999999,-0.012352627955482864,-0.0012352627955482852,"sleeve_quality, sleeve_trend"
2026-07-08,GE,0.0581737501297079,-0.029838170688373578,-0.0017357982859530188,sleeve_trend
2026-07-08,GEV,0.0261575979312911,-0.0056541446028016695,-0.0001478988411654657,sleeve_trend
2026-07-08,GM,0.0676394560047488,0.0027620556075800273,0.00018682393875157896,sleeve_2
2026-07-08,KLAC,0.0597672063777297,0.021758171702858764,0.0013004251385668381,sleeve_2
2026-07-08,MNST,0.0972922218591754,-0.018262450232211624,-0.0017767943596844827,sleeve_trend
2026-07-08,NXPI,0.0515325789487565,0.039026190372712266,0.002011120236450996,sleeve_mean_reversion
2026-07-08,PANW,0.0357590304619956,-0.048807298213792705,-0.0017453016635947166,sleeve_trend
2026-07-08,PNC,0.0763566919906154,-0.029447643357741082,-0.002248524633716527,sleeve_trend
2026-07-08,QCOM,0.0458508483991917,0.019620682701752212,0.0008996249480466837,sleeve_quality
2026-07-08,STX,0.0382906688786958,0.03912329552669913,0.0014980571544561969,sleeve_quality
2026-07-08,VRTX,0.0571603520284223,-0.04561035389989232,-0.002607103885058769,sleeve_trend
2026-07-08,WELL,0.0532824353713977,-0.015530967205195312,-0.0008275277563661163,sleeve_trend
2026-07-09,FTNT,0.2254781549,0.044796048196778404,0.010100530294221068,"sleeve_quality, sleeve_trend"
2026-07-09,GM,0.1533693421,0.005377802644249696,0.0008247900534922162,sleeve_2
2026-07-09,MNST,0.2154294552,0.014713625889938964,0.0031697484094861663,sleeve_trend
2026-07-09,QCOM,0.2045125657,0.02438895321237755,0.00498784739620059,"sleeve_mean_reversion, sleeve_quality"
2026-07-09,UNH,0.1512104822,0.014285682530716048,0.0021601449440256898,sleeve_trend
2026-07-10,FTNT,0.27424606,-0.03798938119471862,-0.010418438114489675,"sleeve_quality, sleeve_trend"
2026-07-10,GM,0.1368920002,0.015655537173564715,0.0021431177978947285,sleeve_2
2026-07-10,MNST,0.1810856555,0.008700117155256093,0.001575466417986345,sleeve_trend
2026-07-10,QCOM,0.1861247603,-0.010203531693864454,-0.0018991298907339745,"sleeve_mean_reversion, sleeve_quality"
2026-07-10,TRV,0.171651524,0.004266926616476319,0.0007324244565143236,sleeve_trend
2026-07-13,FTNT,0.2854578383,0.019744782672928007,0.005636302979517325,"sleeve_quality, sleeve_trend"
2026-07-13,GM,0.1547261032,-0.014515058131871372,-0.002245858382465929,sleeve_2
2026-07-13,MAR,0.1490435812,-0.03520244276949769,-0.005246698137353982,sleeve_mean_reversion
2026-07-13,MNST,0.2109378778,-0.0032857551784545302,-0.0006930902243135589,sleeve_trend
2026-07-13,PNC,0.1498345996,0.0037315010429959106,0.0005591079646842747,sleeve_trend
