sleeve,contribution,contribution_first_listed_rule
sleeve_quality,0.13333408755449463,0.1488625783339873
sleeve_mean_reversion,0.01890515930524888,0.014994522376418329
sleeve_2,0.011280906309664832,0.01692150367209752
charlie_munger,-0.005783477586381864,-0.005783477586381864
core,-0.011320320725680837,-0.011320320725680837
sleeve_trend,-0.02659029226907418,-0.043848743482168995
