date,rp,cum
2026-04-17,0.007358607708936018,-0.019820355495056674
2026-04-20,-0.0014702652634626771,-0.02126147957832558
2026-04-21,-0.008311350195413115,-0.02939611817129062
2026-04-22,0.0074045654367170585,-0.02220921821515842
2026-04-23,-0.0003580954847198024,-0.022559360679116236
2026-04-24,0.0024313186432380327,-0.020182891030076866
2026-04-27,0.0019353285762983524,-0.01828662297954131
2026-04-28,-0.004468346143073754,-0.02267325816135457
2026-04-29,0.009313428361664348,-0.013570995565301613
2026-04-30,0.040709538638298126,0.02658607410467062
2026-05-01,0.006236426601522298,0.032988302805969205
2026-05-04,-0.0016114792871797859,0.03132366355209837
2026-05-05,0.014233275303142839,0.046002777182081234
2026-05-06,0.01228729107851013,0.05885531777424746
2026-05-07,0.006509915417999482,0.0657483763328568
2026-05-08,0.016902955804875365,0.08376267403712889
2026-05-11,0.01506916703513592,0.10009407479864008
2026-05-12,-0.004671424060505329,0.09495506886880634
2026-05-13,0.011863229848726701,0.10794477252482526
2026-05-14,-0.004269589388441083,0.1032143032810744
2026-05-15,-0.011117467514588192,0.09094935410271798
2026-05-18,-0.009334646091804337,0.08076572797808668
2026-05-19,-0.008803308104897371,0.07125141428548187
2026-05-20,0.012896633746171036,0.08506695142558951
2026-05-21,0.008536037563086836,0.09432912368142232
2026-05-22,0.016852140634269812,0.1127709119738789
2026-05-26,0.00756982883943595,0.12119439731502424
2026-05-27,0.002886973400627749,0.12443125571700575
2026-05-28,0.006656797526246364,0.13191636691849684
2026-05-29,0.007414821611710828,0.1403093248585734
2026-06-01,0.008658199393945427,0.1501823503639741
2026-06-02,-0.0121442668149171,0.13621422901534563
2026-06-03,-0.0014833900398347896,0.13452878014490577
2026-06-04,0.008955411102034566,0.14468895177819308
2026-06-05,-0.025022982367603648,0.11604542032145648
2026-06-08,0.0037170786559324086,0.12019384893238438
2026-06-09,-0.005579792597498236,0.11394339958634836
2026-06-10,-0.018669625290948046,0.09314649372074646
2026-06-11,0.015564223673311579,0.1101604702567125
2026-06-12,0.017225275887201807,0.12928329063595
2026-06-15,0.011607161582240969,0.14239106426248638
2026-06-16,-0.008979770549716123,0.13213265462736334
2026-06-17,-0.00915024225858739,0.12177336656866533
2026-06-18,0.007044055980520513,0.129675200960232
2026-06-22,0.010995070515300185,0.14209605945417558
2026-06-23,-0.009101939930874195,0.13170076972573552
2026-06-24,-0.009396880791303887,0.12106631250119593
2026-06-25,0.018538544998476087,0.14184925078177502
2026-06-26,-0.019466930613861753,0.1196209506453163
2026-06-29,0.018676365897751783,0.14053140118635699
2026-06-30,-0.0020777710455219234,0.13816163806446347
2026-07-01,-0.0014308510690318826,0.13653309826790783
2026-07-02,-0.011966623979765018,0.12293263404037846
2026-07-06,0.007221357093668838,0.1310417315829182
2026-07-07,-0.01640144607367649,0.1124910116152833
2026-07-08,-0.004548597004887215,0.10743073833188621
2026-07-09,0.02124306109742573,0.1309559571674377
2026-07-10,-0.007866559332828253,0.1220592250275645
2026-07-13,-0.00199023579993187,0.11982606258827078
