,beta,r2,tot_vol_ann,idio_frac,idio_vol_ann
top1,1.2082601530340018,0.0425840344740932,1.0031529378277655,0.9574159655259068,0.9815614240807707
top3,1.435700161450219,0.15447440266393353,0.6258432686689719,0.8455255973360665,0.5754783178111005
top5,1.389809153492155,0.21730507516361697,0.510799344784507,0.782694924836383,0.4519044213355803
top10,1.3507263255893072,0.30524232456670275,0.4188659780916191,0.6947576754332973,0.3491336939508884
full,1.0694701731732958,0.8638815470083097,0.1971386039510415,0.13611845299169034,0.07273277857994322
