date,ic
2014-01-02,0.2318887134948406
2014-01-03,0.1332605933423765
2014-01-06,0.017755042138225034
2014-01-07,0.08213300432346529
2014-01-08,-0.028613080837622786
2014-01-09,-0.10093720565565109
2014-01-10,-0.05274493891367641
2014-01-13,0.013718954762664642
2014-01-14,-0.029668002560551767
2014-01-15,-0.04744359840656017
2014-01-16,-0.1584594337932153
2014-01-17,-0.1742852229110752
2014-01-21,-0.09393329823855727
2014-01-22,-0.2131213243755917
2014-01-23,-0.010314002128116595
2014-01-24,0.11886318708776364
2014-01-27,-0.016745227314909603
2014-01-28,-0.10528068802875466
2014-01-29,-0.021941337415647313
2014-01-30,-0.12818113274839518
2014-01-31,-0.034962596869330655
2014-02-03,0.06941670899343898
2014-02-04,0.04612560998981876
2014-02-05,0.10722692153632665
2014-02-06,0.16399014297412307
2014-02-07,0.02459596955711815
2014-02-10,0.16880897910446807
2014-02-11,0.12948051934463184
2014-02-12,0.1385405578248138
2014-02-13,0.12435385016530306
2014-02-14,0.227889768895037
2014-02-18,0.11569968618534436
2014-02-19,0.1667137005856276
2014-02-20,0.12861016047583632
2014-02-21,0.030467124174754612
2014-02-24,-0.05778209924833258
2014-02-25,0.1311248998672737
2014-02-26,0.12401595723160873
2014-02-27,0.054718214999831524
2014-02-28,0.17594107318480995
2014-03-03,0.20561019204456632
2014-03-04,-0.04095096046301346
2014-03-05,-0.056973371487041964
2014-03-06,-0.0919404331260047
2014-03-07,-0.12377374231899717
2014-03-10,-0.11354604917713339
2014-03-11,-0.022379017758006742
2014-03-12,-0.010725796147347798
2014-03-13,0.07262715812272759
2014-03-14,-0.10325311399041932
2014-03-17,-0.25332416026119847
2014-03-18,-0.3065446357598233
2014-03-19,-0.3706348887530242
2014-03-20,-0.43280869145143974
2014-03-21,-0.3689685475459188
2014-03-24,-0.20871052598480644
2014-03-25,-0.028378664414932617
2014-03-26,0.053550171465299376
2014-03-27,0.09099099917063729
2014-03-28,-0.15445048977069886
2014-03-31,-0.4515282205339642
2014-04-01,-0.5446034322103098
2014-04-02,-0.440060516521752
2014-04-03,-0.48298712597041443
2014-04-04,-0.3337216702083951
2014-04-07,-0.23684042141095876
2014-04-08,-0.13132690462947874
2014-04-09,-0.19713001272831887
2014-04-10,0.12432007509846231
2014-04-11,0.31364988454343684
2014-04-14,0.44048040445109354
2014-04-15,0.3416284334855545
2014-04-16,0.1483225784622959
2014-04-17,-0.11100778575758587
2014-04-21,-0.3000590613325744
2014-04-22,-0.3284125046764522
2014-04-23,-0.23444152206082738
2014-04-24,-0.16701887043945737
2014-04-25,-0.002747234811760324
2014-04-28,0.16947676489239769
2014-04-29,0.03360637512817296
2014-04-30,-0.08994081034145178
2014-05-01,-0.15615544046353064
2014-05-02,-0.13064510477807278
2014-05-05,-0.024125443667410464
2014-05-06,0.032250565591014003
2014-05-07,-0.04573100162414687
2014-05-08,-0.030682785607813658
2014-05-09,-0.05079577262838235
2014-05-12,-0.06927150773733581
2014-05-13,-0.027980745311614322
2014-05-14,0.12215492484811638
2014-05-15,0.16801044687569375
2014-05-16,0.24791796828384619
2014-05-19,0.24930285341434735
2014-05-20,0.245793113374434
2014-05-21,0.2342245221659244
2014-05-22,0.22437930253068838
2014-05-23,0.1618511607759623
2014-05-27,0.03656788602011602
2014-05-28,0.09312920758383114
