date,ic
2014-01-02,-0.04055095595975536
2014-01-03,-0.042186004004217306
2014-01-06,-0.023555131215230857
2014-01-07,-0.04637691403765718
2014-01-08,-0.0709030287491851
2014-01-09,-0.10455120832821177
2014-01-10,-0.0925024457344378
2014-01-13,-0.03948654298638918
2014-01-14,-0.0398458598794998
2014-01-15,-0.03363940131381257
2014-01-16,0.020501868978828337
2014-01-17,0.018954650487792123
2014-01-21,0.045074532365302226
2014-01-22,0.02733419146332108
2014-01-23,0.10010843341975166
2014-01-24,0.1694653314677728
2014-01-27,0.17719914230003667
2014-01-28,0.13557677085391287
2014-01-29,0.1483300581761076
2014-01-30,0.0792091513202446
2014-01-31,0.16660063847633963
2014-02-03,0.23704491990856533
2014-02-04,0.23275402354782088
2014-02-05,0.25551816478683
2014-02-06,0.26330196076299406
2014-02-07,0.19778012096275632
2014-02-10,0.20438796557538524
2014-02-11,0.13322944894911934
2014-02-12,0.08513232731887033
2014-02-13,0.10692398035457626
2014-02-14,0.16258628062846237
2014-02-18,0.1196224234995054
2014-02-19,0.13429096002449628
2014-02-20,0.007649066282895007
2014-02-21,-0.06317332171794461
2014-02-24,-0.12739043457918026
2014-02-25,-0.16435510926044275
2014-02-26,-0.22576816612840506
2014-02-27,-0.24251505280836436
2014-02-28,-0.17795033332783777
2014-03-03,-0.11253641682716388
2014-03-04,-0.2158250088070636
2014-03-05,-0.24155632465584226
2014-03-06,-0.3285205260663961
2014-03-07,-0.40500815343850965
2014-03-10,-0.426207329618977
2014-03-11,-0.3749709719388458
2014-03-12,-0.43332328973532824
2014-03-13,-0.4115978944377385
2014-03-14,-0.4169777952521988
2014-03-17,-0.42078618521614924
2014-03-18,-0.3928582194374438
2014-03-19,-0.3793308019263643
2014-03-20,-0.36084962926150466
2014-03-21,-0.2741811875184004
2014-03-24,-0.230765729670999
2014-03-25,-0.2401915473577314
2014-03-26,-0.2695743168543368
2014-03-27,-0.27572321744017236
2014-03-28,-0.23412691838325447
2014-03-31,-0.2508792350972069
2014-04-01,-0.27747773482127047
2014-04-02,-0.28178404129697554
2014-04-03,-0.20062481086949857
2014-04-04,-0.13270136729829646
2014-04-07,-0.08596505167598437
2014-04-08,-0.087379563536079
2014-04-09,-0.15854469894362014
2014-04-10,0.020640719754366925
2014-04-11,0.04336109725275017
2014-04-14,0.009642915387012162
2014-04-15,-0.053847308973972295
2014-04-16,-0.12272483391252133
2014-04-17,-0.08998213985565141
2014-04-21,-0.13934166795532568
2014-04-22,-0.15010972877634682
2014-04-23,-0.12156818724665484
2014-04-24,-0.03759246614974603
2014-04-25,0.09475998394962068
2014-04-28,0.15437630858368293
2014-04-29,0.1419580588200484
2014-04-30,0.12298712383428408
2014-05-01,0.12637320186474835
2014-05-02,0.11325709452936525
2014-05-05,0.12043672323534597
2014-05-06,0.1652380916291863
2014-05-07,0.18316056151090865
2014-05-08,0.20209131933986907
2014-05-09,0.237061571696331
2014-05-12,0.15696179096962035
2014-05-13,0.11672442796978713
2014-05-14,0.15045977230236718
2014-05-15,0.16205057914997056
2014-05-16,0.20718123214966483
2014-05-19,0.16692987722350341
2014-05-20,0.1321771660136512
2014-05-21,0.15276077406982777
2014-05-22,0.1537817041289887
2014-05-23,0.09180495465024409
2014-05-27,0.08056564415428329
2014-05-28,0.06036673425097619
2014-05-29,0.06562235800587309
2014-05-30,0.0414778923379833
2014-06-02,0.048667343849593446
2014-06-03,0.02813232097868281
2014-06-04,0.012443854375263618
2014-06-05,-0.022313090548309825
2014-06-06,-0.052198797723489204
2014-06-09,0.022374874002513624
2014-06-10,0.052313446707155015
2014-06-11,0.04786091556531941
2014-06-12,0.10545841917672384
2014-06-13,0.0892438354043275
2014-06-16,0.05005892167638685
2014-06-17,0.039478130421344425
2014-06-18,0.07687186984650636
2014-06-19,0.12595174860717367
2014-06-20,0.11991544720423702
2014-06-23,0.11072261579942465
2014-06-24,0.11464011592493285
2014-06-25,0.02879476832307417
