date,gross,net,turnover,n_names,cash
2026-02-03,-0.01206886938156928,-0.01254386938156928,0.95,5,0.050000000000000044
2026-02-04,-0.053978750526495166,-0.053978750526495166,0.0,5,0.050000000000000044
2026-02-05,0.05389740967649026,0.05389740967649026,0.0,5,0.050000000000000044
2026-02-09,-0.02021483081900468,-0.020360480687902523,0.29129973779568585,5,0.2412997377956858
2026-02-10,0.008585505996526166,0.008377400934395133,0.41621012426206533,5,0.17491038646637969
2026-02-12,0.02599485929962221,0.025734257062231675,0.5212044747810727,5,0.3462940883146932
2026-02-13,-0.005880843519101877,-0.006120315807233155,0.47894457626255543,5,0.13265048794786227
2026-02-17,0.006482764621046888,0.006320224102485826,0.32508103712212266,5,0.1924305491742604
2026-02-18,-0.0005682740009167182,-0.0010682740009167182,1.0,5,0.8075694508257396
2026-02-19,0.011212590604312596,0.010712590604312596,1.0000000000000002,5,0.19243054917426028
2026-02-21,0.0,-0.0005,1.0,5,0.8075694508257396
2026-02-23,0.0006114509631573765,0.00011145096315737636,1.0000000000000002,5,0.19243054917426028
2026-02-24,-0.003102988092579375,-0.0033611365633619346,0.5162969415651193,5,0.3238663923908587
2026-02-25,-0.0030861152963181735,-0.0032874676779704255,0.40270476330450433,5,0.0788383709136451
2026-02-27,2.4209332324979464e-05,-0.0002946733068459996,0.6377652783419581,5,0.5589269074283124
2026-03-02,-0.00984573629332634,-0.010150816146187026,0.6101597057213711,5,0.051232798293058046
2026-03-04,-0.0012312225257565669,-0.001731222525756567,1.0000000000000002,5,0.9487672017069416
2026-03-21,0.0,-0.00046987672017069417,0.9397534403413883,5,0.050000000000000044
2026-03-22,0.0,0.0,0.0,5,0.050000000000000044
2026-03-23,0.0013417966740079112,0.0013417966740079112,0.0,5,0.050000000000000044
2026-03-24,0.0007739223885985483,0.0003689223885985482,0.8100000000000003,5,0.7599999999999997
2026-03-25,-0.0029940029771116264,-0.003360060387716283,0.732114821209313,5,0.050000000000000044
2026-03-26,-0.00034277605948079083,-0.0008427760594807909,1.0000000000000002,5,0.9499999999999996
2026-03-27,-0.00269375807241593,-0.00319375807241593,1.0000000000000002,5,0.050000000000000044
2026-03-30,0.017848421695876512,0.01772368548645099,0.24947241885104726,5,0.19947241885104638
2026-03-31,0.003457491489311796,0.003279105225304566,0.35677252801446,5,0.15730010916341275
2026-04-01,-0.00630618325631479,-0.006514227035086307,0.41608755754303584,5,0.2587874483796224
2026-04-02,0.004590157003320352,0.004262246883347175,0.6558202399463541,5,0.397032791566731
2026-04-03,0.0,-0.00039706052722464244,0.7941210544492848,5,0.39708826288255306
2026-04-06,-0.013432121014819063,-0.01368386785834418,0.5034936870502321,5,0.1064054241676784
2026-04-07,0.020111550045951575,0.01986373559754983,0.495628896803494,5,0.3892234726358149
2026-04-08,-0.00016745896824895264,-0.00040549463175629924,0.47607132701469324,5,0.08684785437887776
2026-04-09,-0.0008013414547558869,-0.0010242954475665408,0.44590798562130796,5,0.35906013124242964
2026-04-10,0.0035542591163355004,0.00332777030600851,0.45297762065398095,5,0.09391748941155076
2026-04-13,0.0101306620260777,0.00997230594289585,0.31671216636369814,5,0.22279467695214683
2026-04-14,0.0029692080369649646,0.0028828106984888913,0.17279467695214684,5,0.050000000000000044
2026-04-15,0.00666291093518595,0.006537084955593343,0.2516519591852139,5,0.2016519591852134
2026-04-16,-0.00118207758911823,-0.001406502256589285,0.44884933494210977,5,0.24719737575689604
2026-04-17,0.0022067962453187367,0.002108197557440289,0.19719737575689586,5,0.050000000000000155
2026-04-20,-0.006252175604690973,-0.006376459692782782,0.2485681761836183,5,0.19856817618361766
2026-04-21,-0.0042225977199554674,-0.004437268959787621,0.4293424796643074,5,0.23077430348068928
2026-04-22,0.002529836535734018,0.002361131658805342,0.33740975385735217,5,0.10663545037666233
2026-04-23,0.009980968512489129,0.009850491333890833,0.2609543571965941,5,0.1543189068199311
2026-04-24,-0.006324087570407968,-0.006512192506819076,0.37620987282221646,5,0.22189096600228475
2026-04-27,-0.003149973078982096,-0.0034402310369274604,0.5805159158907289,5,0.3586249498884436
2026-04-28,-0.0034787207659439843,-0.0038169059243312663,0.6763703167745638,5,0.31774536688611965
2026-04-29,0.010337642595639747,0.010004170447646309,0.6669442959868765,5,0.34919892910075623
2026-04-30,0.010012143206251399,0.009741544261074446,0.5411978903539063,5,0.1919989612531494
2026-05-01,0.0008160931784852983,0.0004851927894394042,0.6618007780917882,5,0.469801816838638
2026-05-04,0.009773638028200901,0.009449344161820198,0.6485877327614047,5,0.17878591592276594
2026-05-05,0.01428134610383058,0.014128180223171886,0.30633176131738654,5,0.12754584539462
2026-05-06,0.02382067441516981,0.023633667734058783,0.3740133622220474,5,0.24646751682742685
2026-05-07,0.021152395166647357,0.02104875529301567,0.20727974726337262,5,0.050000000000000044
2026-05-08,0.007039916648112951,0.006838592458621721,0.40264837898246053,5,0.35264837898245993
2026-05-11,0.0011477282419043253,0.0009201048068820689,0.4552468700445129,5,0.10259849106205243
2026-05-12,0.002787325851193612,0.0024702118729091702,0.6342279565688833,5,0.5316294655068302
2026-05-13,-0.0029124030273932574,-0.003229517005677699,0.6342279565688833,5,0.10259849106205232
2026-05-14,-0.011056345975793875,-0.011322623633916399,0.5325553162450489,5,0.42995682518299594
2026-05-15,-0.014257918069593704,-0.014565382760894035,0.6149293826006632,5,0.1849725574176666
2026-05-18,-0.0030132081756832035,-0.0033526871319298325,0.6789579124932584,5,0.49398535507559127
2026-05-19,0.01708904441038373,0.01678960035214362,0.5988881164802182,5,0.10490276140462651
2026-05-20,0.012439179047532115,0.012170864051282886,0.5366299924984594,5,0.4317272310938325
2026-05-21,0.010785158084597518,0.010442104577815357,0.6861070135643206,5,0.25437978247048776
2026-05-22,0.002176119677016639,0.0017641078600179384,0.8240236339974017,5,0.5696438515269138
2026-05-25,0.0,-0.0003487090581935875,0.697418116387175,5,0.1277742648602611
2026-05-26,0.004713392295134263,0.004674505162704132,0.07777426486026098,5,0.050000000000000266
2026-05-27,0.000780063352422709,0.0003672323863322022,0.8256619321810136,5,0.7756619321810133
2026-05-28,-0.013992019360704905,-0.014388833837561949,0.7936289537140863,5,0.050000000000000155
2026-05-29,0.0011494707020319925,0.0008010587656293255,0.696823872805334,5,0.6468238728053337
2026-06-01,-0.015642856015095907,-0.016044766377469884,0.8038207247479509,5,0.15699685194261692
2026-06-02,0.0025988106132258434,0.002369343054453817,0.45893511754405203,5,0.3019382656014349
2026-06-03,0.021230472058489498,0.02102471550842625,0.41151310012650155,5,0.10957483452506622
2026-06-04,-0.02183340336017099,-0.02197696612903477,0.28712553772755917,5,0.17755070320249244
2026-06-08,-0.0008153084504655008,-0.001042204482350614,0.45379206377022635,5,0.2762413605677335
2026-06-09,-0.018415308750578827,-0.018635077606458328,0.439537711759004,5,0.16329635119126995
2026-06-11,0.009869426415913029,0.009796544369024555,0.14576409377694627,5,0.050000000000000044
2026-06-12,0.01025889699446553,0.010111644704412549,0.29450458010596503,5,0.24450458010596443
2026-06-15,-0.015076291360652194,-0.015367952503779361,0.5833222862543346,5,0.3388177061483695
2026-06-16,-0.00887014577001709,-0.009271785433712008,0.8032793273898384,5,0.46446162124146817
2026-06-18,0.0104979728231665,0.01010923796484632,0.7774697166403612,5,0.3130080953988924
2026-06-19,0.0,-0.0002382854059042108,0.4765708118084216,5,0.16356271640952846
2026-06-22,-0.007014585252265147,-0.0070713666104699115,0.11356271640952832,5,0.050000000000000044
2026-06-23,-0.010045131820843567,-0.010161412984361578,0.23256232703602125,5,0.18256232703602038
2026-06-24,0.012048735170479996,0.011974301045563004,0.14886824983398164,5,0.050000000000000044
2026-06-25,-0.019918208003080057,-0.020034231595425694,0.23204718469127822,5,0.18204718469127734
2026-06-26,0.01439122251028534,0.014167884106022684,0.44667680852531116,5,0.2646296238340331
2026-06-29,-0.007711939525089089,-0.008023671200280117,0.623463350382055,5,0.35883372654802115
2026-06-30,0.009218688267749853,0.008958932312451503,0.5195119105966998,5,0.16067818404867773
2026-07-01,-0.0029135740433428644,-0.003125351016710717,0.42355394673570534,5,0.26287576268702684
2026-07-02,0.009045385965396457,0.008878517063956369,0.3337378028801757,5,0.07086204019314823
2026-07-03,0.0,-0.00013563632592838233,0.27127265185676463,5,0.20041061166361585
2026-07-06,-0.005993052151415037,-0.006068257457246845,0.15041061166361575,5,0.050000000000000044
2026-07-07,-0.006275520294905367,-0.00649075635392739,0.43047211804404695,5,0.38047211804404635
